Candidate_ID,Age,Gender,Education_Level,Position_Applied,Industry,Interview_Round,Interview_Mode,Start_Time,End_Time,Duration_Minutes,Camera_On,Microphone_Clarity,Network_Stability_Score,Technical_Questions_Answered,Behavioral_Questions_Answered,Coding_Test_Score,Eye_Contact_Score,Body_Language_Score,Speech_Speed_WPM,Filler_Words_Used,Confidence_Score,Response_Relevance_Score,Interviewer_Rating,Background_Noise_Level,Follow_Up_Questions_Asked,Dressing_Appropriateness,Time_Management_Score,Final_Recommendation,Offer_Extended,Performance_Score_Proxy,Performance_Category
C2565,32,Non-binary,Bachelors,Project Manager,Consulting,Managerial,Skype,12:00,14:45,31,Yes,Clear,2.55,5,4,70,3,8,141,7,2,5,3.11,Low,1,Semi-Formal,3,Hold,No,16.85,Good
C2566,34,Non-binary,PhD,Data Analyst,Education,Managerial,Zoom,10:30,14:45,45,No,Clear,5.89,4,0,81,5,1,150,17,5,4,2.24,High,2,Casual,3,Hold,Yes,13.35,Good
C2567,31,Non-binary,Bachelors,UI/UX Designer,Healthcare,Technical,Google Meet,09:00,16:00,28,No,Clear,6.68,5,3,88,4,5,122,6,9,5,1.8,Low,1,Semi-Formal,5,Proceed,No,19.73,Good
C2568,28,Female,PhD,Project Manager,Consulting,Final,Zoom,10:30,16:00,22,Yes,Moderate,5.53,8,2,76,8,5,109,2,8,2,3.44,Medium,2,Casual,6,Reject,No,22.02,Excellent
C2569,21,Male,Masters,UI/UX Designer,Finance,HR,Teams,14:00,16:00,43,Yes,Clear,6.22,6,2,59,8,7,157,5,7,6,4.3,Medium,2,Casual,2,Proceed,No,21.71,Excellent
C2570,25,Male,Bachelors,UI/UX Designer,Tech,Managerial,Teams,12:00,14:45,38,No,Poor,2.11,0,2,74,2,1,139,19,4,5,1.12,Low,0,Semi-Formal,3,Proceed,Yes,8.03,Needs Improvement
C2571,31,Male,Masters,Data Analyst,Healthcare,Managerial,Teams,15:30,14:45,31,No,Moderate,1.44,1,3,71,5,8,119,19,3,5,1.2,Medium,2,Formal,7,Proceed,Yes,14.33,Good
C2572,32,Female,PhD,Software Engineer,Consulting,HR,Zoom,09:00,16:00,57,No,Moderate,0.15,5,1,90,6,4,106,16,4,8,1.15,Low,0,Formal,6,Reject,No,14.45,Good
C2573,29,Non-binary,PhD,UI/UX Designer,Finance,Final,Teams,09:00,14:45,21,No,Moderate,6.09,1,4,19,9,8,120,7,8,5,3.81,High,1,Formal,7,Proceed,Yes,20.25,Excellent
C2574,21,Male,Masters,UI/UX Designer,Education,Final,Google Meet,14:00,09:30,47,Yes,Poor,9.24,7,3,63,2,8,103,3,8,5,2.39,Low,1,Semi-Formal,2,Hold,No,19.75,Good
C2575,30,Non-binary,Bachelors,Software Engineer,Finance,Technical,Zoom,12:00,11:00,20,Yes,Poor,6.81,5,3,97,9,2,122,11,6,9,3.84,High,1,Semi-Formal,7,Hold,No,23.17,Excellent
C2576,30,Non-binary,Masters,Software Engineer,Education,Final,Google Meet,10:30,16:00,48,No,Moderate,6.51,8,2,67,4,4,136,6,4,7,1.89,Medium,0,Casual,1,Proceed,No,16.4,Good
C2577,23,Female,Bachelors,Data Analyst,Education,HR,Teams,12:00,12:45,22,Yes,Moderate,5.33,1,4,78,7,3,145,6,3,9,1.04,High,0,Semi-Formal,6,Proceed,Yes,16.89,Good
C2578,31,Female,PhD,Data Analyst,Finance,Managerial,Zoom,14:00,09:30,42,No,Moderate,6.18,0,2,76,8,2,103,0,8,8,3.66,Low,0,Casual,9,Hold,No,20.15,Excellent
C2579,32,Female,Bachelors,Software Engineer,Tech,HR,Teams,10:30,16:00,27,No,Moderate,7.23,3,0,48,9,4,118,17,2,5,1.78,Low,0,Casual,8,Proceed,No,12.09,Good
C2580,32,Female,PhD,Software Engineer,Education,Final,Zoom,10:30,16:00,33,No,Poor,1.51,9,0,85,2,4,95,2,8,9,3.23,Low,2,Formal,2,Reject,No,19.53,Good
C2581,24,Male,PhD,Project Manager,Education,HR,Teams,09:00,14:45,47,Yes,Clear,7.3,7,2,25,7,5,113,16,5,6,2.74,High,0,Casual,9,Reject,No,18.47,Good
C2582,22,Non-binary,Masters,Data Analyst,Finance,Final,Zoom,09:00,09:30,40,No,Moderate,1.55,5,0,51,5,4,117,10,9,9,4.56,High,2,Semi-Formal,9,Proceed,No,21.3,Excellent
C2583,29,Male,Bachelors,Software Engineer,Education,HR,Zoom,12:00,11:00,22,Yes,Moderate,2.94,2,0,60,1,7,145,1,8,4,1.15,Low,0,Formal,8,Hold,No,13.67,Good
C2584,21,Non-binary,Masters,Software Engineer,Healthcare,Managerial,Zoom,10:30,12:45,33,No,Moderate,3.39,6,2,8,1,1,92,3,3,7,2.79,High,0,Semi-Formal,6,Reject,Yes,12.55,Good
C2585,24,Male,Masters,Project Manager,Consulting,HR,Teams,09:00,16:00,38,No,Moderate,2.86,9,0,4,8,1,93,0,4,9,4.35,Medium,1,Semi-Formal,4,Hold,Yes,16.96,Good
C2586,30,Non-binary,Bachelors,Project Manager,Finance,Technical,Teams,10:30,11:00,23,Yes,Poor,5.25,0,1,29,5,3,127,9,9,2,3.72,Medium,1,Formal,7,Reject,Yes,13.92,Good
C2587,32,Female,PhD,UI/UX Designer,Healthcare,Managerial,Teams,10:30,12:45,42,No,Clear,5.55,7,2,3,9,6,121,14,6,1,4.51,Medium,2,Formal,2,Proceed,No,16.45,Good
C2588,33,Female,Bachelors,Data Analyst,Education,Managerial,Zoom,15:30,11:00,26,No,Moderate,8.2,7,1,30,2,6,143,9,9,6,4.97,Medium,2,Semi-Formal,8,Proceed,Yes,20.04,Excellent
C2589,23,Non-binary,Bachelors,Project Manager,Education,Technical,Teams,09:00,14:45,35,No,Clear,5.77,2,3,13,4,5,149,15,3,4,3.23,High,1,Semi-Formal,1,Reject,No,11.43,Needs Improvement
C2590,30,Male,PhD,Data Analyst,Education,Technical,Google Meet,09:00,09:30,20,No,Moderate,9.96,0,1,24,6,6,131,1,8,1,2.38,Medium,1,Semi-Formal,7,Reject,No,14.43,Good
C2591,29,Non-binary,PhD,Software Engineer,Consulting,Managerial,Zoom,09:00,16:00,39,Yes,Clear,6.95,2,3,27,6,6,137,7,9,7,1.32,Low,0,Semi-Formal,6,Reject,Yes,17.96,Good
C2592,33,Female,PhD,Software Engineer,Tech,Managerial,Google Meet,15:30,12:45,45,Yes,Clear,7.3,6,4,14,6,9,139,1,1,2,3.51,Low,0,Casual,4,Proceed,Yes,16.17,Good
C2593,31,Female,Bachelors,Software Engineer,Finance,Technical,Google Meet,14:00,16:00,23,Yes,Clear,9.98,1,0,66,5,1,147,3,9,4,4.11,Medium,2,Semi-Formal,7,Hold,No,17.99,Good
C2594,23,Female,PhD,Project Manager,Healthcare,Managerial,Skype,15:30,12:45,56,Yes,Poor,2.34,6,4,94,7,8,126,11,2,6,3.0,Medium,1,Formal,1,Proceed,Yes,18.92,Good
C2595,27,Male,Bachelors,Software Engineer,Tech,Technical,Google Meet,14:00,11:00,37,Yes,Moderate,6.47,4,0,76,7,6,146,4,5,6,1.82,Low,2,Formal,1,Hold,No,16.68,Good
C2596,31,Non-binary,PhD,Data Analyst,Finance,Managerial,Skype,12:00,16:00,36,Yes,Clear,8.88,0,3,8,5,6,112,14,3,7,4.62,High,0,Semi-Formal,3,Hold,Yes,15.38,Good
C2597,22,Male,PhD,Software Engineer,Education,Final,Skype,09:00,09:30,41,Yes,Moderate,9.68,7,2,65,3,6,153,9,1,8,4.58,Low,0,Formal,8,Proceed,Yes,19.73,Good
C2598,28,Female,PhD,Data Analyst,Education,Final,Zoom,14:00,12:45,53,No,Moderate,4.47,2,0,22,9,7,143,10,5,3,2.53,Low,2,Formal,7,Reject,No,13.71,Good
C2599,22,Female,Bachelors,Project Manager,Healthcare,Managerial,Zoom,10:30,14:45,58,No,Poor,4.31,0,1,47,7,7,120,9,7,1,3.63,Medium,1,Casual,1,Proceed,No,12.56,Good
C2600,30,Male,Masters,Project Manager,Tech,Managerial,Teams,14:00,11:00,27,Yes,Poor,0.95,2,3,32,2,5,133,18,2,6,4.08,Medium,2,Casual,7,Reject,No,13.27,Good
C2601,29,Non-binary,Bachelors,UI/UX Designer,Education,HR,Google Meet,14:00,14:45,45,Yes,Poor,9.04,5,1,27,3,7,145,11,2,6,1.41,Medium,0,Formal,7,Hold,No,13.24,Good
C2602,29,Male,Bachelors,Project Manager,Consulting,Managerial,Skype,10:30,11:00,22,Yes,Clear,9.37,1,0,62,9,2,93,3,3,7,4.38,Low,0,Formal,5,Proceed,No,16.3,Good
C2603,29,Female,Masters,Project Manager,Finance,HR,Zoom,12:00,09:30,44,Yes,Poor,8.85,1,3,7,4,3,123,5,8,2,3.93,Medium,0,Casual,1,Reject,No,13.39,Good
C2604,33,Non-binary,Masters,Project Manager,Healthcare,Final,Teams,09:00,14:45,56,No,Clear,2.25,5,1,35,5,2,130,19,6,6,3.09,High,0,Formal,7,Reject,No,14.28,Good
C2605,33,Non-binary,Masters,Data Analyst,Consulting,Technical,Skype,15:30,11:00,55,Yes,Moderate,3.02,3,3,1,1,9,134,8,3,3,4.68,Medium,0,Semi-Formal,1,Proceed,Yes,12.11,Good
C2606,26,Non-binary,Bachelors,UI/UX Designer,Healthcare,Final,Teams,12:00,14:45,34,No,Moderate,9.48,3,3,23,4,1,154,7,3,7,4.14,Medium,2,Semi-Formal,6,Reject,No,15.87,Good
C2607,27,Female,PhD,Project Manager,Finance,Managerial,Teams,15:30,11:00,26,Yes,Poor,6.14,1,0,21,9,5,103,12,7,5,2.97,Medium,2,Semi-Formal,3,Hold,Yes,14.33,Good
C2608,32,Female,Masters,Software Engineer,Tech,Managerial,Skype,15:30,09:30,50,No,Moderate,6.32,3,0,78,9,5,152,9,3,9,4.51,Low,2,Casual,2,Reject,Yes,17.75,Good
C2609,34,Female,PhD,Software Engineer,Consulting,HR,Zoom,12:00,16:00,34,No,Clear,4.17,1,4,23,2,1,99,18,2,8,4.51,Medium,1,Formal,1,Hold,Yes,11.79,Needs Improvement
C2610,24,Female,Bachelors,Data Analyst,Education,Technical,Google Meet,14:00,11:00,32,Yes,Clear,6.15,5,2,68,2,1,123,16,5,5,3.48,Medium,0,Formal,8,Reject,Yes,16.2,Good
C2611,31,Male,Masters,Project Manager,Healthcare,Technical,Zoom,12:00,12:45,41,Yes,Poor,1.61,9,0,90,9,6,141,8,8,3,4.54,High,1,Semi-Formal,1,Proceed,Yes,20.7,Excellent
C2612,31,Non-binary,PhD,Project Manager,Tech,Final,Zoom,15:30,16:00,42,No,Poor,9.49,1,2,96,2,3,152,8,1,1,3.92,Low,1,Formal,9,Hold,No,13.7,Good
C2613,22,Male,PhD,Project Manager,Finance,HR,Skype,12:00,14:45,22,No,Poor,9.46,3,2,52,6,8,150,5,1,1,1.39,Low,1,Semi-Formal,5,Proceed,Yes,11.84,Needs Improvement
C2614,23,Female,Masters,Project Manager,Education,Technical,Teams,10:30,14:45,39,No,Poor,8.57,7,3,84,5,1,145,17,1,4,4.51,High,0,Semi-Formal,5,Reject,Yes,16.18,Good
C2615,23,Female,Bachelors,Data Analyst,Healthcare,Final,Google Meet,14:00,14:45,38,Yes,Poor,2.56,7,0,80,2,3,158,3,4,3,4.0,Medium,2,Semi-Formal,3,Reject,Yes,15.37,Good
C2616,33,Non-binary,Masters,UI/UX Designer,Tech,Final,Zoom,14:00,12:45,49,No,Moderate,8.76,5,2,57,7,9,155,7,8,7,2.33,High,2,Formal,3,Hold,Yes,21.14,Excellent
C2617,21,Non-binary,PhD,UI/UX Designer,Finance,HR,Google Meet,15:30,12:45,51,Yes,Poor,7.0,2,4,34,9,8,148,6,8,9,1.57,Low,2,Semi-Formal,5,Reject,Yes,20.39,Excellent
C2618,23,Female,PhD,Data Analyst,Tech,Managerial,Zoom,14:00,12:45,58,No,Moderate,2.46,1,1,54,2,1,151,14,6,8,1.3,Medium,2,Casual,1,Hold,No,10.42,Needs Improvement
C2619,24,Female,PhD,Project Manager,Finance,HR,Google Meet,15:30,12:45,49,No,Poor,8.35,8,2,25,2,1,157,16,7,7,4.86,Medium,2,Casual,9,Hold,No,18.1,Good
C2620,24,Non-binary,Bachelors,UI/UX Designer,Education,HR,Teams,10:30,12:45,43,Yes,Moderate,0.91,8,1,45,5,7,139,3,8,8,3.37,Medium,2,Casual,8,Proceed,Yes,21.77,Excellent
C2621,23,Female,PhD,Data Analyst,Consulting,Technical,Teams,15:30,12:45,56,No,Poor,7.17,9,4,24,7,4,105,3,7,8,1.25,High,2,Semi-Formal,7,Hold,Yes,21.14,Excellent
C2622,30,Male,Masters,Project Manager,Healthcare,Final,Google Meet,10:30,16:00,31,No,Moderate,9.97,0,1,84,1,1,100,13,2,2,1.1,High,1,Formal,3,Proceed,No,8.99,Needs Improvement
C2623,24,Male,Bachelors,Project Manager,Consulting,Final,Skype,10:30,16:00,36,Yes,Poor,4.31,8,4,10,4,3,135,0,6,4,1.43,Low,2,Formal,3,Hold,Yes,15.83,Good
C2624,31,Non-binary,PhD,UI/UX Designer,Education,Managerial,Teams,14:00,14:45,28,Yes,Poor,6.22,4,0,23,9,9,157,11,4,6,3.74,Medium,0,Semi-Formal,1,Proceed,Yes,14.91,Good
C2625,24,Male,Bachelors,Software Engineer,Consulting,Managerial,Zoom,14:00,12:45,34,No,Clear,2.16,8,0,77,1,7,135,8,1,2,1.84,Medium,1,Semi-Formal,1,Reject,No,11.58,Needs Improvement
C2626,23,Female,Bachelors,Data Analyst,Healthcare,Final,Zoom,15:30,09:30,44,No,Clear,4.67,1,2,23,7,7,153,18,1,9,3.06,High,1,Semi-Formal,3,Reject,Yes,13.7,Good
C2627,25,Non-binary,Masters,UI/UX Designer,Education,HR,Google Meet,15:30,14:45,31,Yes,Moderate,1.08,6,3,72,5,4,133,2,5,2,4.33,Medium,0,Formal,9,Reject,No,18.81,Good
C2628,32,Female,Masters,Software Engineer,Healthcare,Technical,Google Meet,14:00,14:45,33,Yes,Moderate,6.95,0,0,1,3,2,134,4,3,6,4.07,Low,2,Casual,9,Hold,No,12.48,Good
C2629,23,Female,Masters,Software Engineer,Consulting,HR,Teams,15:30,11:00,39,No,Poor,7.73,0,0,5,5,4,159,10,9,1,2.6,Low,1,Casual,3,Reject,No,9.44,Needs Improvement
C2630,28,Non-binary,Bachelors,Data Analyst,Tech,Managerial,Google Meet,12:00,14:45,56,Yes,Poor,5.88,7,0,24,5,9,97,11,4,2,4.37,High,0,Casual,6,Proceed,Yes,15.05,Good
C2631,33,Female,PhD,UI/UX Designer,Tech,Final,Skype,15:30,14:45,46,Yes,Poor,7.41,7,0,80,3,8,141,18,1,8,2.24,Low,2,Semi-Formal,2,Proceed,No,15.59,Good
C2632,31,Male,Bachelors,Software Engineer,Healthcare,Managerial,Teams,12:00,14:45,49,No,Poor,6.9,6,4,2,9,6,159,2,7,6,1.99,Low,2,Formal,6,Reject,Yes,18.67,Good
C2633,23,Female,Masters,Software Engineer,Tech,Technical,Skype,15:30,11:00,44,Yes,Clear,9.23,7,2,4,2,5,120,13,6,2,4.01,Medium,2,Formal,2,Hold,Yes,15.47,Good
C2634,30,Male,Bachelors,Software Engineer,Healthcare,Managerial,Skype,12:00,09:30,59,No,Poor,4.79,6,4,31,1,2,142,1,4,8,2.99,Medium,1,Casual,2,Reject,Yes,14.94,Good
C2635,23,Female,PhD,Project Manager,Consulting,Managerial,Zoom,10:30,12:45,47,No,Clear,5.38,7,0,47,8,9,129,13,7,1,4.79,High,1,Casual,6,Proceed,No,18.97,Good
C2636,28,Non-binary,Bachelors,UI/UX Designer,Finance,HR,Zoom,09:00,11:00,36,Yes,Moderate,3.72,1,4,54,3,2,121,14,4,5,2.08,High,1,Casual,5,Reject,No,13.75,Good
C2637,32,Female,Bachelors,Software Engineer,Education,HR,Google Meet,15:30,12:45,45,Yes,Moderate,3.53,4,3,92,2,8,91,9,6,2,3.12,Low,2,Casual,2,Reject,Yes,16.56,Good
C2638,21,Non-binary,PhD,Project Manager,Consulting,Final,Skype,15:30,16:00,26,No,Clear,8.18,5,3,35,1,5,101,5,3,5,1.81,High,2,Semi-Formal,9,Proceed,No,16.34,Good
C2639,31,Non-binary,PhD,Data Analyst,Finance,Managerial,Skype,10:30,14:45,58,Yes,Moderate,9.29,7,0,35,7,3,121,17,5,6,1.32,High,0,Semi-Formal,2,Proceed,Yes,14.08,Good
C2640,24,Female,Bachelors,UI/UX Designer,Consulting,Final,Zoom,14:00,14:45,39,No,Poor,3.1,0,2,24,7,6,101,1,1,6,1.75,High,2,Formal,1,Hold,Yes,11.99,Needs Improvement
C2641,23,Male,Bachelors,UI/UX Designer,Finance,Final,Teams,14:00,14:45,27,No,Moderate,4.19,3,1,55,4,3,119,3,6,6,1.24,Low,2,Formal,8,Proceed,Yes,15.36,Good
C2642,21,Female,PhD,Project Manager,Healthcare,Technical,Google Meet,14:00,14:45,47,Yes,Moderate,3.52,6,2,27,5,5,124,3,9,1,1.8,Low,0,Formal,1,Proceed,Yes,14.29,Good
C2643,21,Male,Bachelors,Project Manager,Education,Technical,Zoom,10:30,09:30,34,Yes,Clear,8.55,7,3,34,1,3,135,4,3,1,1.09,Low,2,Formal,9,Hold,Yes,14.27,Good
C2644,27,Female,Masters,Project Manager,Healthcare,Managerial,Skype,09:00,12:45,36,Yes,Moderate,9.48,4,3,12,3,7,108,15,1,5,1.55,Low,2,Casual,4,Proceed,No,12.7,Good
C2645,31,Male,Masters,Software Engineer,Education,Technical,Zoom,14:00,11:00,46,Yes,Poor,9.02,5,2,78,1,4,154,7,9,2,2.73,High,2,Semi-Formal,9,Proceed,Yes,19.09,Good
C2646,24,Non-binary,Masters,UI/UX Designer,Finance,Managerial,Zoom,14:00,11:00,45,No,Poor,0.13,7,0,59,9,8,158,11,6,9,2.11,Medium,0,Casual,6,Hold,Yes,18.03,Good
C2647,25,Male,Masters,Data Analyst,Tech,Managerial,Zoom,15:30,09:30,34,No,Clear,1.73,7,4,26,1,8,106,15,9,9,2.32,Low,2,Casual,9,Hold,No,20.25,Excellent
C2648,22,Non-binary,Masters,Software Engineer,Tech,HR,Skype,10:30,09:30,32,Yes,Clear,8.95,7,3,74,7,1,115,3,3,2,1.68,High,1,Formal,1,Hold,No,16.55,Good
C2649,23,Non-binary,PhD,Software Engineer,Tech,HR,Skype,10:30,16:00,39,No,Poor,5.25,2,3,5,5,3,141,12,6,5,4.72,Medium,0,Semi-Formal,8,Proceed,No,14.69,Good
C2650,32,Female,Bachelors,Project Manager,Tech,Final,Google Meet,12:00,12:45,36,Yes,Moderate,3.77,2,1,55,4,1,157,10,3,2,4.58,High,1,Semi-Formal,8,Hold,No,13.37,Good
C2651,21,Non-binary,Masters,Software Engineer,Consulting,Technical,Teams,15:30,14:45,44,No,Moderate,4.07,7,4,26,4,6,101,5,8,8,2.32,Medium,2,Semi-Formal,5,Hold,Yes,20.17,Excellent
C2652,24,Non-binary,Bachelors,Project Manager,Consulting,Final,Google Meet,12:00,14:45,40,No,Clear,8.24,6,2,41,4,8,124,8,6,1,4.67,High,0,Casual,8,Hold,Yes,18.93,Good
C2653,31,Female,PhD,Data Analyst,Tech,Technical,Google Meet,12:00,09:30,27,Yes,Poor,8.12,1,3,93,9,7,117,12,9,4,2.76,Medium,1,Casual,6,Reject,Yes,20.99,Excellent
C2654,28,Male,PhD,UI/UX Designer,Healthcare,Managerial,Zoom,09:00,09:30,36,Yes,Poor,8.28,9,4,96,6,1,144,0,3,1,2.18,Medium,0,Formal,4,Proceed,No,18.11,Good
C2655,32,Female,Masters,Data Analyst,Finance,HR,Google Meet,14:00,11:00,55,No,Poor,8.48,1,2,37,6,2,112,5,9,7,4.96,High,0,Semi-Formal,4,Proceed,Yes,17.89,Good
C2656,32,Male,Bachelors,Project Manager,Tech,HR,Teams,10:30,11:00,53,No,Poor,0.69,7,4,54,1,4,138,18,8,7,2.72,Low,1,Casual,2,Hold,Yes,15.21,Good
C2657,31,Male,PhD,Data Analyst,Healthcare,Final,Google Meet,12:00,09:30,29,Yes,Moderate,7.56,2,1,18,7,8,95,10,4,2,1.33,Low,2,Semi-Formal,9,Hold,Yes,13.61,Good
C2658,31,Female,PhD,Software Engineer,Healthcare,HR,Google Meet,15:30,16:00,50,Yes,Moderate,6.11,0,3,85,8,3,144,5,1,8,3.33,Low,0,Semi-Formal,3,Hold,No,16.1,Good
C2659,33,Non-binary,PhD,Software Engineer,Healthcare,Managerial,Teams,10:30,16:00,33,Yes,Clear,2.54,1,3,12,2,1,133,5,5,7,1.73,Medium,0,Semi-Formal,6,Reject,Yes,12.32,Good
C2660,23,Male,Masters,Project Manager,Consulting,Final,Teams,14:00,14:45,30,No,Clear,5.93,7,1,67,4,7,99,2,2,8,3.46,High,2,Semi-Formal,8,Hold,No,20.65,Excellent
C2661,34,Non-binary,Masters,Data Analyst,Education,HR,Zoom,10:30,16:00,30,Yes,Clear,6.84,6,1,5,5,5,120,19,5,3,1.19,Low,0,Casual,5,Proceed,No,11.21,Needs Improvement
C2662,21,Male,PhD,Software Engineer,Consulting,HR,Teams,09:00,14:45,48,Yes,Poor,5.71,5,0,28,7,3,128,5,1,8,1.44,Low,0,Casual,2,Reject,No,11.74,Needs Improvement
C2663,24,Female,Bachelors,Software Engineer,Tech,Technical,Teams,14:00,16:00,35,Yes,Clear,3.53,2,2,93,3,1,102,4,3,3,2.25,High,1,Casual,3,Hold,No,13.64,Good
C2664,29,Male,Masters,Data Analyst,Tech,HR,Zoom,14:00,16:00,56,No,Clear,2.45,6,3,88,8,8,147,19,7,1,3.47,Low,0,Semi-Formal,6,Proceed,No,17.8,Good
C2665,34,Non-binary,Masters,UI/UX Designer,Tech,Technical,Zoom,10:30,09:30,38,No,Moderate,0.86,7,4,60,2,3,115,13,7,4,3.58,High,1,Semi-Formal,6,Hold,Yes,17.86,Good
C2666,30,Non-binary,PhD,Software Engineer,Finance,Technical,Zoom,15:30,16:00,41,No,Poor,0.57,9,1,14,9,9,108,13,4,2,3.59,Low,0,Casual,5,Hold,Yes,14.77,Good
C2667,28,Non-binary,PhD,UI/UX Designer,Finance,Technical,Skype,12:00,14:45,43,Yes,Clear,3.52,6,0,11,5,6,91,12,3,5,3.04,High,1,Casual,9,Hold,No,14.97,Good
C2668,30,Female,Masters,Data Analyst,Education,Managerial,Teams,12:00,12:45,59,No,Clear,2.37,8,1,20,4,8,114,2,4,5,2.32,High,2,Formal,3,Reject,Yes,16.05,Good
C2669,23,Female,PhD,Software Engineer,Consulting,Final,Google Meet,12:00,12:45,58,Yes,Poor,4.95,8,1,81,5,2,91,15,4,9,4.49,High,2,Semi-Formal,2,Reject,Yes,19.04,Good
C2670,24,Non-binary,Bachelors,Data Analyst,Healthcare,Final,Google Meet,10:30,11:00,28,Yes,Clear,5.64,5,3,24,4,7,156,11,8,8,2.81,Medium,2,Formal,8,Reject,No,20.35,Excellent
C2671,31,Female,Bachelors,Project Manager,Consulting,Technical,Skype,15:30,14:45,48,Yes,Moderate,3.8,1,2,37,6,7,159,13,2,3,4.13,High,1,Semi-Formal,2,Reject,Yes,12.75,Good
C2672,25,Female,PhD,Software Engineer,Tech,HR,Google Meet,10:30,09:30,52,No,Clear,3.8,9,3,68,5,7,143,1,5,1,2.89,High,2,Casual,1,Proceed,Yes,18.34,Good
C2673,27,Female,Masters,UI/UX Designer,Education,Final,Teams,12:00,09:30,46,No,Moderate,7.48,0,4,75,4,7,139,7,5,6,4.43,Low,0,Casual,8,Reject,Yes,19.14,Good
C2674,21,Female,Bachelors,Software Engineer,Finance,HR,Skype,12:00,11:00,47,Yes,Moderate,0.06,7,1,48,5,3,152,8,5,1,1.11,Low,1,Semi-Formal,3,Proceed,No,10.93,Needs Improvement
C2675,23,Female,Masters,Data Analyst,Education,Final,Zoom,12:00,12:45,53,No,Poor,9.98,9,4,28,2,1,131,13,8,8,2.07,Low,1,Semi-Formal,1,Reject,No,16.83,Good
C2676,33,Female,Bachelors,Project Manager,Healthcare,Final,Skype,15:30,14:45,55,No,Poor,4.41,0,4,61,2,6,98,10,9,5,4.12,High,1,Casual,4,Hold,Yes,17.11,Good
C2677,21,Female,Masters,Software Engineer,Education,Technical,Google Meet,09:00,16:00,51,Yes,Poor,5.87,8,1,41,9,8,152,3,1,9,3.77,Low,0,Semi-Formal,9,Reject,Yes,20.09,Excellent
C2678,23,Female,Bachelors,Data Analyst,Education,Managerial,Skype,12:00,11:00,37,No,Clear,2.44,7,2,21,5,4,122,3,6,3,4.63,Medium,2,Formal,1,Proceed,No,16.54,Good
C2679,31,Female,PhD,Project Manager,Education,HR,Google Meet,12:00,14:45,45,Yes,Poor,2.1,7,4,94,8,5,95,19,8,8,3.37,Medium,0,Semi-Formal,8,Reject,No,22.88,Excellent
C2680,31,Male,Masters,Data Analyst,Tech,HR,Google Meet,15:30,16:00,35,Yes,Moderate,6.73,9,4,47,9,3,151,10,1,8,4.82,High,0,Formal,1,Reject,Yes,19.86,Good
C2681,33,Non-binary,PhD,Data Analyst,Healthcare,Technical,Zoom,10:30,16:00,51,No,Clear,9.73,9,4,27,1,2,103,14,4,1,4.66,Low,1,Formal,5,Hold,No,15.26,Good
C2682,26,Female,Masters,Project Manager,Finance,Technical,Teams,14:00,14:45,52,No,Moderate,9.08,4,1,22,3,6,143,1,8,2,4.71,High,1,Formal,7,Reject,No,17.44,Good
C2683,29,Male,Bachelors,Data Analyst,Consulting,Managerial,Zoom,14:00,09:30,43,No,Moderate,9.32,6,2,52,8,6,145,4,8,2,3.46,High,2,Casual,9,Hold,No,21.28,Excellent
C2684,26,Male,Masters,Software Engineer,Finance,Technical,Teams,15:30,14:45,25,Yes,Poor,5.08,5,1,15,2,3,132,9,5,7,4.56,Low,2,Casual,7,Reject,Yes,15.54,Good
C2685,28,Male,Masters,Software Engineer,Education,Technical,Zoom,09:00,14:45,33,No,Moderate,3.59,8,1,59,8,3,93,14,4,5,2.72,Medium,1,Casual,8,Reject,No,16.7,Good
C2686,34,Male,Masters,UI/UX Designer,Education,HR,Zoom,10:30,09:30,39,No,Moderate,7.66,4,2,39,1,6,156,15,7,6,4.9,Low,2,Formal,1,Reject,Yes,15.92,Good
C2687,24,Male,Masters,Project Manager,Consulting,Final,Zoom,12:00,11:00,45,Yes,Poor,5.42,8,4,96,6,3,106,3,3,4,1.66,High,2,Formal,6,Hold,No,20.39,Excellent
C2688,25,Non-binary,Masters,Software Engineer,Healthcare,Technical,Google Meet,10:30,09:30,33,Yes,Moderate,8.13,1,0,38,6,6,122,16,1,4,2.2,High,1,Casual,4,Proceed,Yes,11.48,Needs Improvement
C2689,33,Male,Bachelors,Project Manager,Education,Final,Teams,09:00,16:00,59,No,Clear,6.99,0,2,67,9,3,143,13,9,6,3.05,Medium,2,Semi-Formal,9,Hold,No,19.11,Good
C2690,28,Non-binary,PhD,Data Analyst,Tech,HR,Teams,12:00,12:45,43,No,Moderate,3.64,1,2,5,5,5,158,8,9,3,4.84,Medium,1,Casual,5,Proceed,No,14.74,Good
C2691,33,Male,Masters,Project Manager,Tech,Final,Google Meet,15:30,11:00,26,Yes,Moderate,0.68,2,3,46,8,4,118,18,5,6,3.31,Medium,1,Formal,2,Proceed,No,15.07,Good
C2692,21,Non-binary,Bachelors,UI/UX Designer,Finance,Technical,Zoom,15:30,14:45,22,Yes,Moderate,2.95,1,0,10,7,5,117,2,9,7,1.25,High,0,Semi-Formal,8,Proceed,Yes,15.24,Good
C2693,28,Non-binary,Masters,Software Engineer,Tech,Managerial,Teams,12:00,14:45,59,Yes,Poor,8.31,0,0,9,7,7,100,3,9,7,3.47,Low,0,Casual,4,Proceed,Yes,15.61,Good
